actor_id,has_target,country_id
IN-UT,False,IN
IN-WB,False,IN
IQ,False,IQ
IQ-AN,False,IQ
IQ-BA,False,IQ
IQ-BB,False,IQ
IQ-BG,False,IQ
IQ-DI,False,IQ
IQ-DQ,False,IQ
IQ-KA,False,IQ
IQ-KI,False,IQ
IQ-KR,False,IQ
IQ-MA,False,IQ
IQ-MU,False,IQ
IQ-NA,False,IQ
IQ-NI,False,IQ
IQ-QA,False,IQ
IQ-SD,False,IQ
IQ-WA,False,IQ
IR,False,IR
IR-00,False,IR
IR-01,False,IR
IR-02,False,IR
IR-03,False,IR
IR-04,False,IR
IR-05,False,IR
IR-06,False,IR
IR-07,False,IR
IR-08,False,IR
IR-09,False,IR
IR-10,False,IR
IR-11,False,IR
IR-12,False,IR
IR-13,False,IR
IR-14,False,IR
IR-15,False,IR
IR-16,False,IR
IR-17,False,IR
IR-18,False,IR
IR-19,False,IR
IR-20,False,IR
IR-21,False,IR
IR-22,False,IR
IR-23,False,IR
IR-24,False,IR
IR-25,False,IR
IR-26,False,IR
IR-27,False,IR
IR-28,False,IR
IR-29,False,IR
IR-30,False,IR
IS,True,IS
IS-1,False,IS
IS-2,False,IS
IS-3,False,IS
IS-4,False,IS
IS-5,False,IS
IS-6,False,IS
IS-7,False,IS
IS-8,False,IS
IT,True,IT
IT-21,False,IT
IT-23,False,IT
IT-25,False,IT
IT-32,False,IT
IT-34,False,IT
IT-36,False,IT
IT-42,False,IT
IT-45,False,IT
IT-52,False,IT
IT-55,False,IT
IT-57,False,IT
IT-62,False,IT
IT-65,False,IT
IT-67,False,IT
IT-72,False,IT
IT-75,False,IT
IT-77,False,IT
IT-78,False,IT
IT-82,False,IT
IT-88,False,IT
JM,False,JM
JM-01,False,JM
JM-02,False,JM
JM-03,False,JM
JM-04,False,JM
JM-05,False,JM
JM-06,False,JM
JM-07,False,JM
JM-08,False,JM
JM-09,False,JM
JM-10,False,JM
JM-11,False,JM
JM-12,False,JM
JM-13,False,JM
JM-14,False,JM
JO,False,JO
JO-AJ,False,JO
JO-AM,False,JO
JO-AQ,False,JO
JO-AT,False,JO
JO-AZ,False,JO
JO-BA,False,JO
JO-IR,False,JO
JO-JA,False,JO
JO-KA,False,JO
JO-MA,False,JO
JO-MD,False,JO
JO-MN,False,JO
JP,True,JP
JP-01,True,JP
JP-02,False,JP
JP-03,True,JP
JP-04,True,JP
JP-05,False,JP
JP-06,True,JP
JP-07,True,JP
JP-08,False,JP
JP-09,True,JP
JP-10,True,JP
JP-11,False,JP
JP-12,True,JP
JP-13,True,JP
JP-14,True,JP
JP-15,True,JP
JP-16,True,JP
JP-17,False,JP
JP-18,True,JP
JP-19,True,JP
JP-20,True,JP
JP-21,True,JP
JP-22,False,JP
JP-23,False,JP
JP-24,True,JP
JP-25,True,JP
JP-26,True,JP
JP-27,True,JP
JP-28,False,JP
JP-29,True,JP
JP-30,True,JP
JP-31,True,JP
JP-32,True,JP
JP-33,True,JP
JP-34,True,JP
JP-35,True,JP
JP-36,True,JP
JP-37,True,JP
JP-38,True,JP
JP-39,True,JP
JP-40,False,JP
JP-41,True,JP
JP-42,False,JP
JP-43,False,JP
JP-44,False,JP
JP-45,True,JP
JP-46,False,JP
JP-47,False,JP
KE,False,KE
KE-01,False,KE
KE-02,False,KE
KE-03,False,KE
KE-04,False,KE
KE-05,False,KE
KE-06,False,KE
KE-07,False,KE
KE-08,False,KE
KE-09,False,KE
KE-10,False,KE
KE-11,False,KE
KE-12,False,KE
KE-13,False,KE
KE-14,False,KE
KE-15,False,KE
KE-16,False,KE
KE-17,False,KE
KE-18,False,KE
KE-19,False,KE
KE-20,False,KE
KE-21,False,KE
KE-22,False,KE
KE-23,False,KE
KE-24,False,KE
KE-25,False,KE
KE-26,False,KE
KE-27,False,KE
KE-28,False,KE
KE-29,False,KE
KE-30,False,KE
KE-31,False,KE
KE-32,False,KE
KE-33,False,KE
KE-34,False,KE
KE-35,False,KE
KE-36,False,KE
KE-37,False,KE
KE-38,False,KE
KE-39,False,KE
KE-40,False,KE
KE-41,False,KE
KE-42,False,KE
KE-43,False,KE
KE-44,False,KE
KE-45,False,KE
KE-46,False,KE
KE-47,False,KE
KG,False,KG
KG-B,False,KG
KG-C,False,KG
KG-GB,False,KG
KG-GO,False,KG
KG-J,False,KG
KG-N,False,KG
KG-O,False,KG
KG-T,False,KG
KG-Y,False,KG
KH-1,False,KH
KH-10,False,KH
KH-11,False,KH
KH-12,False,KH
KH-13,False,KH
KH-14,False,KH
KH-15,False,KH
KH-16,False,KH
KH-17,False,KH
KH-18,False,KH
KH-19,False,KH
KH-2,False,KH
KH-20,False,KH
KH-21,False,KH
KH-22,False,KH
KH-23,False,KH
KH-24,False,KH
KH-25,False,KH
KH-3,False,KH
KH-4,False,KH
KH-5,False,KH
KH-6,False,KH
KH-7,False,KH
KH-8,False,KH
KH-9,False,KH
KI-G,False,KI
KI-L,False,KI
KI-P,False,KI
KM,True,KM
KM-A,False,KM
KM-G,False,KM
KM-M,False,KM
KN-K,False,KN
KN-N,False,KN
KP,False,KP
KP-01,False,KP
KP-02,False,KP
KP-03,False,KP
KP-04,False,KP
KP-05,False,KP
KP-06,False,KP
KP-07,False,KP
KP-08,False,KP
KP-09,False,KP
KP-10,False,KP
KP-13,False,KP
KP-14,False,KP
KR-11,False,KR
KR-26,False,KR
KR-27,False,KR
KR-28,False,KR
KR-29,False,KR
KR-30,False,KR
KR-31,False,KR
KR-41,False,KR
KR-42,False,KR
KR-43,False,KR
KR-44,False,KR
KR-45,False,KR
KR-46,False,KR
KR-47,False,KR
KR-48,False,KR
KR-49,True,KR
KR-50,False,KR
KW-AH,False,KW
KW-FA,False,KW
KW-HA,False,KW
KW-JA,False,KW
KW-KU,False,KW
KW-MU,False,KW
KZ-AKM,False,KZ
KZ-AKT,False,KZ
KZ-ALA,False,KZ
KZ-ALM,False,KZ
KZ-AST,False,KZ
KZ-ATY,False,KZ
KZ-KAR,False,KZ
KZ-KUS,False,KZ
KZ-KZY,False,KZ
KZ-MAN,False,KZ
KZ-PAV,False,KZ
KZ-SEV,False,KZ
KZ-SHY,False,KZ
KZ-VOS,False,KZ
KZ-YUZ,False,KZ
KZ-ZAP,False,KZ
KZ-ZHA,False,KZ
LA,False,LA
LA-AT,False,LA
LA-BK,False,LA
LA-BL,False,LA
LA-CH,False,LA
LA-HO,False,LA
LA-KH,False,LA
LA-LM,False,LA
LA-LP,False,LA
LA-OU,False,LA
LA-PH,False,LA
LA-SL,False,LA
LA-SV,False,LA
LA-VI,False,LA
LA-VT,False,LA
LA-XA,False,LA
LA-XE,False,LA
LA-XI,False,LA
LA-XS,False,LA
LB,False,LB
LB-AK,False,LB
LB-AS,False,LB
LB-BA,False,LB
LB-BH,False,LB
LB-BI,False,LB
LB-JA,False,LB
LB-JL,False,LB
LB-NA,False,LB
LC,False,LC
LC-01,False,LC
LC-02,False,LC
LC-03,False,LC
LC-05,False,LC
LC-06,False,LC
LC-07,False,LC
LC-08,False,LC
LC-10,False,LC
LC-11,False,LC
LC-12,False,LC
LI,True,LI
LI-01,False,LI
LI-02,False,LI
LI-03,False,LI
LI-04,False,LI
LI-05,False,LI
LI-06,False,LI
LI-07,False,LI
LI-08,False,LI
LI-09,False,LI
LI-10,False,LI
LI-11,False,LI
LK,False,LK
LK-1,False,LK
LK-2,False,LK
LK-3,False,LK
LK-4,False,LK
LK-5,False,LK
LK-6,False,LK
LK-7,False,LK
LK-8,False,LK
LK-9,False,LK
LR,False,LR
LR-BG,False,LR
LR-BM,False,LR
LR-CM,False,LR
LR-GB,False,LR
LR-GG,False,LR
LR-GK,False,LR
LR-GP,False,LR
LR-LO,False,LR
LR-MG,False,LR
LR-MO,False,LR
LR-MY,False,LR
LR-NI,False,LR
LR-RG,False,LR
LR-RI,False,LR
LR-SI,False,LR
LS,True,LS
LS-A,False,LS
LS-B,False,LS
LS-C,False,LS
LS-D,False,LS
LS-E,False,LS
LS-F,False,LS
LS-G,False,LS
LS-H,False,LS
LS-J,False,LS
LS-K,False,LS
LT,True,LT
LT-AL,False,LT
LT-KL,False,LT
LT-KU,False,LT
LT-MR,False,LT
LT-PN,False,LT
LT-SA,False,LT
LT-TA,False,LT
LT-TE,False,LT
LT-UT,False,LT
LT-VL,False,LT
LU,True,LU
LU-CA,False,LU
LU-CL,False,LU
LU-DI,False,LU
LU-EC,False,LU
LU-ES,False,LU
LU-GR,False,LU
LU-LU,False,LU
LU-ME,False,LU
LU-RD,False,LU
LU-RM,False,LU
LU-VD,False,LU
LU-WI,False,LU
LV,True,LV
LV-002,False,LV
LV-007,False,LV
LV-011,False,LV
LV-015,False,LV
LV-016,False,LV
LV-022,False,LV
LV-026,False,LV
LV-033,False,LV
LV-041,False,LV
LV-042,False,LV
LV-047,False,LV
LV-050,False,LV
LV-052,False,LV
LV-054,False,LV
LV-056,False,LV
LV-058,False,LV
LV-059,False,LV
LV-062,False,LV
LV-067,False,LV
LV-068,False,LV
LV-073,False,LV
LV-077,False,LV
LV-080,False,LV
LV-087,False,LV
LV-088,False,LV
LV-089,False,LV
LV-091,False,LV
LV-094,False,LV
LV-097,False,LV
LV-099,False,LV
LV-101,False,LV
LV-102,False,LV
LV-106,False,LV
LV-111,False,LV
LV-112,False,LV
LV-113,False,LV
LV-DGV,False,LV
LV-JEL,False,LV
LV-JUR,False,LV
LV-LPX,False,LV
LV-REZ,False,LV
LV-RIX,False,LV
LV-VEN,False,LV
LY-BA,False,LY
LY-BU,False,LY
LY-DR,False,LY
LY-GT,False,LY
LY-JA,False,LY
LY-JG,False,LY
LY-JI,False,LY
LY-JU,False,LY
LY-KF,False,LY
LY-MB,False,LY
LY-MI,False,LY
LY-MJ,False,LY
LY-MQ,False,LY
LY-NL,False,LY
LY-NQ,False,LY
LY-SB,False,LY
LY-SR,False,LY
LY-TB,False,LY
LY-WA,False,LY
LY-WD,False,LY
LY-WS,False,LY
LY-ZA,False,LY
MA-01,False,MA
MA-02,False,MA
MA-03,False,MA
MA-04,False,MA
MA-05,False,MA
MA-06,False,MA
MA-07,False,MA
MA-08,False,MA
MA-09,False,MA
MA-10,False,MA
MA-11,False,MA
MA-12,False,MA
MC-CL,False,MC
MC-CO,False,MC
MC-FO,False,MC
MC-GA,False,MC
MC-JE,False,MC
MC-LA,False,MC
MC-MA,False,MC
MC-MC,False,MC
MC-MG,False,MC
MC-MO,False,MC
MC-MU,False,MC
MC-PH,False,MC
MC-SD,False,MC
MC-SO,False,MC
MC-SP,False,MC
MC-SR,False,MC
MC-VR,False,MC
MD,True,MD
MD-AN,False,MD
MD-BA,False,MD
MD-BD,False,MD
MD-BR,False,MD
MD-BS,False,MD
MD-CA,False,MD
MD-CL,False,MD
MD-CM,False,MD
MD-CR,False,MD
MD-CS,False,MD
MD-CT,False,MD
MD-CU,False,MD
MD-DO,False,MD
MD-DR,False,MD
MD-DU,False,MD
MD-ED,False,MD
MD-FA,False,MD
MD-FL,False,MD
MD-GA,False,MD
MD-GL,False,MD
MD-HI,False,MD
MD-IA,False,MD
MD-LE,False,MD
MD-NI,False,MD
MD-OC,False,MD
MD-OR,False,MD
MD-RE,False,MD
MD-RI,False,MD
MD-SD,False,MD
MD-SI,False,MD
MD-SN,False,MD
MD-SO,False,MD
MD-ST,False,MD
MD-SV,False,MD
MD-TA,False,MD
MD-TE,False,MD
MD-UN,False,MD
ME-01,False,ME
ME-02,False,ME
ME-03,False,ME
ME-04,False,ME
ME-05,False,ME
ME-06,False,ME
ME-07,False,ME
ME-08,False,ME
ME-09,False,ME
ME-10,False,ME
ME-11,False,ME
ME-12,False,ME
ME-13,False,ME
ME-14,False,ME
ME-15,False,ME
ME-16,False,ME
ME-17,False,ME
ME-18,False,ME
ME-19,False,ME
ME-20,False,ME
ME-21,False,ME
ME-22,False,ME
ME-23,False,ME
ME-24,False,ME
MG,False,MG
MG-A,False,MG
MG-D,False,MG
MG-F,False,MG
MG-M,False,MG
MG-T,False,MG
MG-U,False,MG
MH,True,MH
MH-L,False,MH
MH-T,False,MH
MK,True,MK
MK-101,False,MK
MK-102,False,MK
MK-103,False,MK
MK-104,False,MK
MK-105,False,MK
MK-106,False,MK
MK-107,False,MK
MK-108,False,MK
MK-109,False,MK
MK-201,False,MK
MK-202,False,MK
MK-203,False,MK
MK-204,False,MK
MK-205,False,MK
MK-206,False,MK
MK-207,False,MK
MK-208,False,MK
MK-209,False,MK
MK-210,False,MK
MK-211,False,MK
MK-301,False,MK
MK-303,False,MK
MK-304,False,MK
MK-307,False,MK
MK-308,False,MK
MK-310,False,MK
MK-311,False,MK
MK-312,False,MK
MK-313,False,MK
MK-401,False,MK
MK-402,False,MK
MK-403,False,MK
MK-404,False,MK
MK-405,False,MK
MK-406,False,MK
MK-407,False,MK
MK-408,False,MK
MK-409,False,MK
MK-410,False,MK
MK-501,False,MK
MK-502,False,MK
MK-503,False,MK
MK-504,False,MK
MK-505,False,MK
MK-506,False,MK
MK-507,False,MK
MK-508,False,MK
MK-509,False,MK
MK-601,False,MK
MK-602,False,MK
MK-603,False,MK
MK-604,False,MK
MK-605,False,MK
MK-606,False,MK
MK-607,False,MK
MK-608,False,MK
MK-609,False,MK
MK-701,False,MK
MK-702,False,MK
MK-703,False,MK
MK-704,False,MK
MK-705,False,MK
MK-706,False,MK
MK-801,False,MK
MK-802,False,MK
MK-803,False,MK
MK-804,False,MK
MK-805,False,MK
MK-806,False,MK
MK-807,False,MK
MK-808,False,MK
MK-809,False,MK
MK-810,False,MK
MK-811,False,MK
MK-812,False,MK
MK-813,False,MK
MK-814,False,MK
MK-815,False,MK
MK-816,False,MK
MK-817,False,MK
ML,False,ML
ML-1,False,ML
ML-10,False,ML
ML-2,False,ML
ML-3,False,ML
ML-4,False,ML
ML-5,False,ML
ML-6,False,ML
ML-7,False,ML
ML-8,False,ML
ML-9,False,ML
ML-BKO,False,ML
MM,True,MM
MM-01,False,MM
MM-02,False,MM
MM-03,False,MM
MM-04,False,MM
MM-05,False,MM
MM-06,False,MM
MM-07,False,MM
MM-11,False,MM
MM-12,False,MM
MM-13,False,MM
MM-14,False,MM
MM-15,False,MM
MM-16,False,MM
MM-17,False,MM
MM-18,False,MM
MN,False,MN
MN-035,False,MN
MN-037,False,MN
MN-039,False,MN
MN-041,False,MN
MN-043,False,MN
MN-046,False,MN
MN-047,False,MN
MN-049,False,MN
MN-051,False,MN
MN-053,False,MN
MN-055,False,MN
MN-057,False,MN
MN-059,False,MN
MN-061,False,MN
MN-063,False,MN
MN-064,False,MN
MN-065,False,MN
MN-067,False,MN
MN-069,False,MN
MN-071,False,MN
MN-073,False,MN
MN-1,False,MN
MR,False,MR
MR-01,False,MR
MR-02,False,MR
MR-03,False,MR
MR-04,False,MR
MR-05,False,MR
MR-06,False,MR
MR-07,False,MR
MR-08,False,MR
MR-09,False,MR
MR-10,False,MR
MR-11,False,MR
MR-12,False,MR
MR-13,False,MR
MR-14,False,MR
MR-15,False,MR
MT-01,False,MT
MT-02,False,MT
MT-03,False,MT
MT-04,False,MT
MT-05,False,MT
MT-06,False,MT
MT-07,False,MT
MT-08,False,MT
MT-09,False,MT
MT-10,False,MT
MT-11,False,MT
MT-12,False,MT
MT-13,False,MT
MT-14,False,MT
MT-15,False,MT
MT-16,False,MT
MT-17,False,MT
MT-18,False,MT
MT-19,False,MT
MT-20,False,MT
MT-21,False,MT
MT-22,False,MT
MT-23,False,MT
MT-24,False,MT
MT-25,False,MT
MT-26,False,MT
MT-27,False,MT
MT-28,False,MT
MT-29,False,MT
MT-30,False,MT
MT-31,False,MT
MT-32,False,MT
MT-33,False,MT
MT-34,False,MT
MT-35,False,MT
MT-36,False,MT
MT-37,False,MT
MT-38,False,MT
MT-39,False,MT
MT-40,False,MT
MT-41,False,MT
MT-42,False,MT
MT-43,False,MT
MT-44,False,MT
MT-45,False,MT
MT-46,False,MT
MT-47,False,MT
MT-48,False,MT
MT-49,False,MT
MT-50,False,MT
MT-51,False,MT
MT-52,False,MT
MT-53,False,MT
MT-54,False,MT
MT-55,False,MT
MT-56,False,MT
MT-57,False,MT
MT-58,False,MT
MT-59,False,MT
MT-60,False,MT
MT-61,False,MT
MT-62,False,MT
MT-63,False,MT
MT-64,False,MT
MT-65,False,MT
MT-66,False,MT
MT-67,False,MT
MT-68,False,MT
MU-AG,False,MU
MU-BL,False,MU
MU-CC,False,MU
MU-FL,False,MU
MU-GP,False,MU
MU-MO,False,MU
MU-PA,False,MU
MU-PL,False,MU
MU-PW,False,MU
MU-RO,False,MU
MU-RR,False,MU
MU-SA,False,MU
MV,False,MV
MV-00,False,MV
MV-01,False,MV
MV-02,False,MV
MV-03,False,MV
MV-04,False,MV
MV-05,False,MV
MV-07,False,MV
MV-08,False,MV
MV-12,False,MV
MV-13,False,MV
MV-14,False,MV
MV-17,False,MV
MV-20,False,MV
MV-23,False,MV
MV-24,False,MV
MV-25,False,MV
MV-26,False,MV
MV-27,False,MV
MV-28,False,MV
MV-29,False,MV
MV-MLE,False,MV
MW-C,False,MW
MW-N,False,MW
MW-S,False,MW
MX-AGU,False,MX
MX-BCN,True,MX
MX-BCS,False,MX
MX-CAM,False,MX
MX-CHH,False,MX
MX-CHP,False,MX
MX-CMX,False,MX
MX-COA,False,MX
MX-COL,True,MX
MX-DUR,False,MX
MX-GRO,False,MX
MX-GUA,False,MX
MX-HID,False,MX
MX-JAL,True,MX
MX-MEX,False,MX
MX-MIC,False,MX
MX-MOR,False,MX
MX-NAY,False,MX
MX-NLE,True,MX
MX-OAX,False,MX
MX-PUE,False,MX
MX-QUE,False,MX
MX-ROO,True,MX
MX-SIN,False,MX
MX-SLP,False,MX
MX-SON,True,MX
MX-TAB,False,MX
MX-TAM,False,MX
MX-TLA,False,MX
MX-VER,False,MX
MX-YUC,False,MX
MX-ZAC,False,MX
MY-01,False,MY
MY-02,False,MY
MY-03,False,MY
MY-04,True,MY
MY-05,False,MY
MY-06,False,MY
MY-07,False,MY
MY-08,False,MY
MY-09,False,MY
MY-10,False,MY
MY-11,False,MY
MY-12,False,MY
MY-13,False,MY
MY-14,False,MY
MY-15,False,MY
MY-16,False,MY
MZ-A,False,MZ
MZ-B,False,MZ
MZ-G,False,MZ
MZ-I,False,MZ
MZ-L,False,MZ
MZ-MPM,False,MZ
MZ-N,False,MZ
MZ-P,False,MZ
MZ-Q,False,MZ
MZ-S,False,MZ
MZ-T,False,MZ
NA-CA,False,NA
NA-ER,False,NA
NA-HA,False,NA
NA-KA,False,NA
NA-KE,False,NA
NA-KH,False,NA
NA-KU,False,NA
NA-KW,False,NA
NA-OD,False,NA
NA-OH,False,NA
NA-ON,False,NA
NA-OS,False,NA
NA-OT,False,NA
NA-OW,False,NA
NE-1,False,NE
NE-2,False,NE
NE-3,False,NE
NE-4,False,NE
NE-5,False,NE
NE-6,False,NE
NE-7,False,NE
NE-8,False,NE
NG-AB,False,NG
NG-AD,False,NG
NG-AK,False,NG
NG-AN,False,NG
NG-BA,False,NG
NG-BE,False,NG
NG-BO,False,NG
NG-BY,False,NG
NG-CR,False,NG
NG-DE,False,NG
NG-EB,False,NG
NG-ED,False,NG
NG-EK,False,NG
NG-EN,False,NG
NG-FC,False,NG
NG-GO,False,NG
NG-IM,False,NG
NG-JI,False,NG
NG-KD,False,NG
NG-KE,False,NG
NG-KN,False,NG
NG-KO,False,NG
NG-KT,False,NG
NG-KW,False,NG
NG-LA,False,NG
NG-NA,False,NG
NG-NI,False,NG
NG-OG,False,NG
NG-ON,False,NG
NG-OS,False,NG
NG-OY,False,NG
NG-PL,False,NG
NG-RI,False,NG
NG-SO,False,NG
NG-TA,False,NG
NG-YO,False,NG
NG-ZA,False,NG
NI,False,NI
NI-AN,False,NI
NI-AS,False,NI
NI-BO,False,NI
NI-CA,False,NI
NI-CI,False,NI
NI-CO,False,NI
NI-ES,False,NI
NI-GR,False,NI
NI-JI,False,NI
NI-LE,False,NI
NI-MD,False,NI
NI-MN,False,NI
NI-MS,False,NI
NI-MT,False,NI
NI-NS,False,NI
NI-RI,False,NI
NI-SJ,False,NI
NL,True,NL
NL-AW,False,NL
NL-BQ1,False,NL
NL-BQ2,False,NL
NL-BQ3,False,NL
NL-CW,False,NL
NL-DR,False,NL
NL-FL,False,NL
NL-FR,False,NL
NL-GE,False,NL
NL-GR,False,NL
NL-LI,False,NL
NL-NB,False,NL
NL-NH,False,NL
NL-OV,False,NL
NL-SX,False,NL
NL-UT,False,NL
NL-ZE,False,NL
NL-ZH,False,NL
NO,True,NO
NO-03,False,NO
NO-11,False,NO
NO-15,False,NO
NO-18,False,NO
NO-21,False,NO
NO-22,False,NO
NO-30,False,NO
NO-34,False,NO
NO-38,False,NO
NO-42,False,NO
NO-46,False,NO
NO-50,False,NO
NO-54,False,NO
NP,False,NP
NP-1,False,NP
NP-2,False,NP
NP-3,False,NP
NP-4,False,NP
NP-5,False,NP
NP-P1,False,NP
NP-P2,False,NP
NP-P3,False,NP
NP-P4,False,NP
NP-P5,False,NP
NP-P6,False,NP
NP-P7,False,NP
NR,False,NR
NR-01,False,NR
NR-02,False,NR
NR-03,False,NR
NR-04,False,NR
NR-05,False,NR
NR-06,False,NR
NR-07,False,NR
NR-08,False,NR
NR-09,False,NR
NR-10,False,NR
NR-11,False,NR
NR-12,False,NR
NR-13,False,NR
NR-14,False,NR
NZ,True,NZ
NZ-AUK,False,NZ
NZ-BOP,False,NZ
NZ-CAN,False,NZ
NZ-CIT,False,NZ
NZ-GIS,False,NZ
NZ-HKB,False,NZ
NZ-MBH,False,NZ
NZ-MWT,False,NZ
NZ-NSN,False,NZ
NZ-NTL,False,NZ
NZ-OTA,False,NZ
NZ-STL,False,NZ
NZ-TAS,False,NZ
NZ-TKI,False,NZ
NZ-WGN,False,NZ
NZ-WKO,False,NZ
NZ-WTC,False,NZ
OM-BJ,False,OM
OM-BS,False,OM
OM-BU,False,OM
OM-DA,False,OM
OM-MA,False,OM
OM-MU,False,OM
OM-SJ,False,OM
OM-SS,False,OM
OM-WU,False,OM
OM-ZA,False,OM
OM-ZU,False,OM
PA-1,False,PA
PA-10,False,PA
PA-2,False,PA
PA-3,False,PA
PA-4,False,PA
PA-5,False,PA
PA-6,False,PA
PA-7,False,PA
PA-8,False,PA
PA-9,False,PA
PA-EM,False,PA
PA-KY,False,PA
PA-NB,False,PA
PA-NT,False,PA
PE,True,PE
PE-AMA,False,PE
PE-ANC,False,PE
PE-APU,False,PE
PE-ARE,False,PE
PE-AYA,False,PE
PE-CAJ,False,PE
PE-CAL,False,PE
PE-CUS,False,PE
PE-HUC,False,PE
PE-HUV,False,PE
PE-ICA,False,PE
PE-JUN,False,PE
PE-LAL,False,PE
PE-LAM,False,PE
PE-LIM,False,PE
PE-LMA,False,PE
PE-LOR,False,PE
PE-MDD,False,PE
PE-MOQ,False,PE
PE-PAS,False,PE
PE-PIU,False,PE
PE-PUN,False,PE
PE-SAM,False,PE
PE-TAC,False,PE
PE-TUM,False,PE
PE-UCA,False,PE
PG-CPK,False,PG
PG-CPM,False,PG
PG-EBR,False,PG
PG-EHG,False,PG
PG-EPW,False,PG
PG-ESW,False,PG
PG-GPK,False,PG
PG-HLA,False,PG
PG-JWK,False,PG
PG-MBA,False,PG
PG-MPL,False,PG
PG-MPM,False,PG
PG-MRL,False,PG
PG-NCD,False,PG
PG-NIK,False,PG
PG-NPP,False,PG
PG-NSB,False,PG
PG-SAN,False,PG
PG-SHM,False,PG
PG-WBK,False,PG
PG-WHM,False,PG
PG-WPD,False,PG
PH,False,PH
PH-00,False,PH
PH-01,False,PH
PH-02,False,PH
PH-03,False,PH
PH-05,False,PH
PH-06,False,PH
PH-07,False,PH
PH-08,False,PH
PH-09,False,PH
PH-10,False,PH
PH-11,False,PH
PH-12,False,PH
PH-13,False,PH
PH-14,False,PH
PH-15,False,PH
PH-40,False,PH
PH-41,False,PH
PK-BA,False,PK
PK-GB,False,PK
PK-IS,False,PK
PK-JK,False,PK
PK-KP,False,PK
PK-PB,False,PK
PK-SD,False,PK
PL-02,False,PL
PL-04,False,PL
PL-06,False,PL
PL-08,False,PL
PL-10,False,PL
PL-12,False,PL
PL-14,False,PL
PL-16,False,PL
PL-18,False,PL
PL-20,False,PL
PL-22,False,PL
PL-24,False,PL
PL-26,False,PL
PL-28,False,PL
PL-30,False,PL
PL-32,False,PL
PS-BTH,False,PS
PS-DEB,False,PS
PS-GZA,False,PS
PS-HBN,False,PS
PS-JEM,False,PS
PS-JEN,False,PS
PS-JRH,False,PS
PS-KYS,False,PS
PS-NBS,False,PS
PS-NGZ,False,PS
PS-QQA,False,PS
PS-RBH,False,PS
PS-RFH,False,PS
PS-SLT,False,PS
PS-TBS,False,PS
PS-TKM,False,PS
PT-01,False,PT
PT-02,False,PT
PT-03,False,PT
PT-04,False,PT
PT-05,False,PT
PT-06,False,PT
PT-07,False,PT
PT-08,False,PT
PT-09,False,PT
PT-10,False,PT
PT-11,False,PT
PT-12,False,PT
PT-13,False,PT
PT-14,False,PT
PT-15,False,PT
PT-16,False,PT
PT-17,False,PT
PT-18,False,PT
PT-20,False,PT
PT-30,False,PT
PW,False,PW
PW-002,False,PW
PW-004,False,PW
PW-010,False,PW
PW-050,False,PW
PW-100,False,PW
PW-150,False,PW
PW-212,False,PW
PW-214,False,PW
PW-218,False,PW
PW-222,False,PW
PW-224,False,PW
PW-226,False,PW
PW-227,False,PW
PW-228,False,PW
PW-350,False,PW
PW-370,False,PW
PY-1,False,PY
PY-10,False,PY
PY-11,False,PY
PY-12,False,PY
PY-13,False,PY
PY-14,False,PY
PY-15,False,PY
PY-16,False,PY
PY-19,False,PY
PY-2,False,PY
PY-3,False,PY
PY-4,False,PY
PY-5,False,PY
PY-6,False,PY
